"ts"	"event_type"	"SID"	"ECID"	"session"	"game_type"	"game_number"	"episode_number"	"level"	"score"	"lines_cleared"	"completed"	"game_duration"	"avg_ep_duration"	"zoid_sequence"	"criterion"	"crit_game"	"study"
"1155"	3738.52675104	"GAME_SUMM"	"3042"	"NIL"	"2014-12-2_16-39-2"	"pop_assessment"	8	12	0	214	1	"False"	50.900441885	3.9154186799	"'[T, J, L, S, I, Z, J, T, O, T, O, Z, L]'"	11100	FALSE	"POP14_15"
"1156"	707.523665905	"GAME_SUMM"	"3101"	"NIL"	"2015-1-30_12-32-58"	"pop_assessment"	1	250	9	29914	91	"True"	655.56569314	2.61181551052	"'[O, S, O, J, S, O, J, T, L, T, L, O, Z, S, L, I, S, O, L, I, Z, L, J, S, J, I, J, O, L, O, J, S, Z, T, O, J, O, L, S, J, S, Z, L, O, J, O, Z, T, I, T, L, I, Z, L, T, J, Z, L, S, T, O, I, T, I, I, L, S, I, O, T, L, I, T, O, J, Z, T, S, T, Z, S, J, T, Z, I, L, Z, S, I, I, O, S, Z, T, Z, O, I, T, I, O, L, Z, J, Z, S, T, T, I, O, J, O, S, T, L, O, S, J, L, I, S, O, O, L, Z, L, L, T, J, J, S, L, S, S, O, I, T, J, T, S, L, S, S, L, Z, T, S, Z, T, Z, S, T, I, Z, Z, O, I, S, I, Z, O, S, L, S, S, O, J, O, Z, I, O, J, O, J, T, L, J, O, I, S, T, I, J, L, L, Z, L, S, L, T, Z, J, Z, O, I, Z, O, I, Z, J, I, O, Z, L, T, I, J, Z, I, Z, L, S, Z, O, S, O, I, O, I, Z, O, L, O, T, I, L, Z, L, I, L, T, L, S, L, S, I, S, J, Z, S, I, Z, J, Z, O, J, L, T, S, Z, J, I, T]'"	25622	TRUE	"POP14_15"
"1157"	1302.18981194	"GAME_SUMM"	"3101"	"NIL"	"2015-1-30_12-32-58"	"pop_assessment"	2	230	8	21960	81	"True"	590.799146891	2.55757206962	"'[I, L, I, S, Z, T, O, T, S, L, I, T, I, Z, J, Z, I, T, O, J, L, Z, L, Z, O, Z, T, Z, J, Z, I, O, T, I, Z, L, J, S, L, S, I, T, L, T, O, S, Z, T, I, Z, I, O, O, J, S, O, L, I, O, L, J, I, L, S, J, O, Z, O, S, J, I, J, S, J, Z, T, Z, S, I, O, Z, I, Z, I, S, Z, I, O, J, Z, I, Z, T, Z, J, I, Z, I, S, O, L, T, S, T, Z, J, S, L, T, S, J, I, Z, L, J, S, T, O, T, J, J, I, T, I, L, I, Z, J, O, J, Z, S, O, T, S, T, S, L, J, J, L, J, L, S, Z, S, Z, S, L, T, J, L, T, Z, J, O, Z, L, S, O, Z, L, S, O, I, Z, J, Z, O, T, O, I, Z, T, J, T, J, I, L, J, T, J, T, O, Z, L, I, T, I, L, J, L, I, S, I, O, L, L, S, O, Z, I, T, J, Z, L, Z, I, Z, I, Z, Z, J, L, T, L, Z, J, L, J, O, J, T, T, J, Z, S, O, Z, J, Z, L]'"	25622	TRUE	"POP14_15"
"1158"	1531.15624404	"GAME_SUMM"	"3101"	"NIL"	"2015-1-30_12-32-58"	"pop_assessment"	3	99	2	6813	24	"True"	225.099434137	2.25099435091	"'[T, L, I, O, S, L, O, S, L, I, O, I, J, I, O, J, O, I, O, T, S, T, S, I, T, Z, I, L, J, L, S, Z, I, J, I, Z, T, Z, T, O, L, J, S, T, Z, J, O, I, L, L, J, Z, I, J, Z, S, Z, S, J, T, Z, J, L, S, T, O, T, S, Z, O, O, Z, T, Z, S, Z, L, T, Z, S, O, I, T, T, L, O, Z, O, T, L, I, S, O, L, O, Z, J, O, S, I, Z]'"	25622	FALSE	"POP14_15"
"1159"	2066.75578785	"GAME_SUMM"	"3101"	"NIL"	"2015-1-30_12-32-58"	"pop_assessment"	4	233	8	18782	80	"True"	532.532562971	2.27578018364	"'[T, I, Z, O, S, J, L, I, J, I, L, J, T, O, T, I, L, T, J, S, T, Z, J, J, O, Z, J, T, I, T, Z, T, O, L, O, J, I, S, T, J, L, I, J, I, J, T, J, I, T, Z, J, Z, I, Z, I, T, O, T, J, O, J, O, S, O, J, L, T, T, Z, L, J, Z, T, O, L, I, L, O, I, L, T, L, T, I, L, O, Z, I, S, J, I, L, Z, I, J, O, J, Z, J, S, L, L, Z, T, L, T, Z, S, L, I, Z, I, S, J, I, L, L, T, I, S, S, J, L, T, O, J, S, Z, O, I, J, T, S, Z, J, I, S, Z, S, J, T, Z, J, T, I, Z, S, Z, J, T, I, O, T, O, I, S, O, Z, T, L, J, Z, I, Z, L, Z, O, Z, O, T, J, O, S, L, S, T, J, O, T, J, S, T, I, O, I, J, O, Z, I, L, T, L, O, J, I, S, I, T, Z, O, J, Z, J, I, L, O, J, L, O, Z, Z, J, L, T, L, S, L, T, S, Z, Z, I, O, J, L, S, J, O, S, O, Z, J, I, T]'"	25622	FALSE	"POP14_15"
"1160"	2600.35550404	"GAME_SUMM"	"3101"	"NIL"	"2015-1-30_12-32-58"	"pop_assessment"	5	240	8	26556	83	"True"	523.466130972	2.17205863474	"'[L, Z, I, O, I, S, I, J, I, T, Z, L, S, T, J, J, I, J, O, T, J, O, J, T, L, O, L, O, J, L, J, T, O, I, T, Z, O, J, J, L, S, Z, Z, S, J, Z, O, Z, J, S, O, J, L, T, I, S, O, T, L, Z, S, T, O, J, I, L, O, L, O, L, L, O, J, T, L, S, T, J, Z, L, T, Z, I, S, T, L, I, J, O, L, S, L, J, S, T, O, T, L, Z, S, Z, S, T, Z, J, S, Z, J, L, T, L, T, Z, S, J, I, J, T, I, Z, L, I, J, O, J, S, L, J, S, T, I, S, Z, Z, L, I, Z, L, O, J, L, J, T, L, O, I, J, T, S, T, T, O, Z, L, T, Z, T, L, S, T, J, O, J, Z, J, I, J, Z, T, L, S, T, O, T, O, Z, J, O, L, Z, J, S, Z, T, I, Z, I, T, L, O, I, S, L, O, L, O, L, I, I, T, I, O, T, S, L, Z, S, Z, L, Z, S, S, L, T, J, I, L, S, I, L, Z, I, O, Z, O, J, L, O, L, O, T, O, J, L, T, J, Z, I, T, Z, I, O]'"	25622	TRUE	"POP14_15"
"1161"	3134.48799896	"GAME_SUMM"	"3101"	"NIL"	"2015-1-30_12-32-58"	"pop_assessment"	6	251	9	24058	90	"True"	528.76580286	2.09827699926	"'[I, L, S, J, L, I, I, J, O, Z, S, J, Z, I, T, Z, O, S, I, J, L, I, J, T, S, O, I, S, Z, J, L, J, Z, S, L, I, Z, L, S, S, S, T, T, Z, T, I, Z, J, Z, L, S, O, S, Z, S, J, L, L, S, I, S, T, O, I, T, S, T, S, I, J, I, L, T, S, L, T, L, Z, Z, J, S, Z, O, T, I, O, T, I, L, S, O, T, Z, L, S, T, O, J, I, O, S, Z, S, T, O, S, J, O, J, T, O, L, T, L, I, S, T, Z, J, I, S, L, O, L, T, O, S, J, O, T, S, I, O, L, S, I, S, L, Z, J, Z, L, S, I, T, O, L, Z, J, T, L, J, S, I, T, J, T, Z, L, J, L, Z, J, I, Z, O, T, S, O, S, J, I, L, O, T, J, T, J, S, O, I, O, T, L, Z, O, I, S, Z, T, Z, I, O, Z, I, L, J, S, O, J, S, L, J, I, S, L, S, Z, Z, L, T, O, J, I, T, J, T, O, S, O, J, L, T, I, Z, I, T, S, S, O, I, S, Z, J, O, L, Z, L, J, I, J, L, T, S, I, O, J, O, I, J, O, T, O]'"	25622	TRUE	"POP14_15"
"1162"	3582.05445886	"GAME_SUMM"	"3101"	"NIL"	"2015-1-30_12-32-58"	"pop_assessment"	7	225	7	21435	77	"True"	442.199436903	1.95663467656	"'[Z, S, T, L, J, I, J, I, J, T, Z, I, J, O, Z, L, Z, I, Z, I, Z, T, L, S, Z, O, S, O, Z, I, O, J, Z, L, T, L, I, L, I, Z, T, I, J, L, J, S, J, S, T, Z, J, T, Z, Z, I, L, T, Z, Z, O, T, J, L, I, T, Z, O, T, O, S, Z, I, I, L, Z, O, L, Z, S, Z, J, S, I, I, O, S, T, J, L, J, S, I, O, L, I, Z, I, Z, J, S, O, S, S, T, O, L, L, O, T, J, O, L, S, S, T, O, I, O, Z, O, S, S, T, J, O, S, L, Z, S, I, Z, J, T, J, T, L, T, O, I, T, L, T, O, S, L, L, I, L, S, I, S, T, J, S, T, O, I, L, J, S, O, J, Z, S, J, L, Z, O, J, J, I, J, I, S, Z, L, L, I, J, O, S, O, J, I, Z, O, L, O, S, S, Z, J, Z, J, L, J, T, L, I, Z, O, Z, O, I, L, J, I, J, J, J, O, Z, I, I, J, T, Z, O, I, J, L, O, S, J, Z, J, O]'"	25622	FALSE	"POP14_15"
"1163"	3653.82170796	"GAME_SUMM"	"3101"	"NIL"	"2015-1-30_12-32-58"	"pop_assessment"	8	30	0	817	8	"False"	64.6337850094	2.08496083752	"'[T, J, L, S, I, Z, J, T, O, T, O, Z, L, O, L, Z, O, Z, J, L, S, I, J, L, T, J, L, J, O, I, T]'"	25622	FALSE	"POP14_15"
"1164"	509.25108695	"GAME_SUMM"	"3102"	"NIL"	"2015-2-3_12-30-23"	"pop_assessment"	1	115	3	4075	32	"True"	394.89786911	3.40429198331	"'[T, O, J, S, O, J, T, L, T, L, O, Z, S, L, I, S, O, L, I, Z, L, J, S, J, I, J, O, L, O, J, S, Z, T, O, J, O, L, S, J, S, Z, L, O, J, O, Z, T, I, T, L, I, Z, L, T, J, Z, L, S, T, O, I, T, I, I, L, S, I, O, T, L, I, T, O, J, Z, T, S, T, Z, S, J, T, Z, I, L, Z, S, I, I, O, S, Z, T, Z, O, I, T, I, O, L, Z, J, Z, S, T, T, I, O, J, O, S, T, L, O, S, J, L]'"	10478	TRUE	"POP14_15"
"1165"	889.650471926	"GAME_SUMM"	"3102"	"NIL"	"2015-2-3_12-30-23"	"pop_assessment"	2	93	2	3214	25	"True"	371.165935993	3.94857379731	"'[I, L, I, S, Z, T, O, T, S, L, I, T, I, Z, J, Z, I, T, O, J, L, Z, L, Z, O, Z, T, Z, J, Z, I, O, T, I, Z, L, J, S, L, S, I, T, L, T, O, S, Z, T, I, Z, I, O, O, J, S, O, L, I, O, L, J, I, L, S, J, O, Z, O, S, J, I, J, S, J, Z, T, Z, S, I, O, Z, I, Z, I, S, Z, I, O, J, Z, I, Z, T, Z, J]'"	10478	FALSE	"POP14_15"
"1166"	1641.28309202	"GAME_SUMM"	"3102"	"NIL"	"2015-2-3_12-30-23"	"pop_assessment"	3	220	7	16575	77	"True"	749.165544987	3.38988934383	"'[T, L, I, O, S, L, O, S, L, I, O, I, J, I, O, J, O, I, O, T, S, T, S, I, T, Z, I, L, J, L, S, Z, I, J, I, Z, T, Z, T, O, L, J, S, T, Z, J, O, I, L, L, J, Z, I, J, Z, S, Z, S, J, T, Z, J, L, S, T, O, T, S, Z, O, O, Z, T, Z, S, Z, L, T, Z, S, O, I, T, T, L, O, Z, O, T, L, I, S, O, L, O, Z, J, O, S, I, Z, Z, L, Z, I, Z, I, T, J, I, O, S, O, I, J, Z, S, J, I, L, I, O, Z, I, L, Z, S, O, L, S, J, I, S, I, J, O, Z, T, S, Z, L, J, S, Z, I, L, I, O, I, Z, L, S, Z, I, S, L, O, Z, S, Z, S, L, I, J, T, O, I, L, O, I, O, S, L, Z, L, L, T, J, O, T, J, J, I, S, O, T, O, S, J, Z, S, O, I, T, S, L, J, I, J, Z, S, Z, L, J, L, J, T, J, I, Z, S, Z, O, S, Z, Z, T, L, I, S, I, Z]'"	10478	TRUE	"POP14_15"
"1167"	2318.71578693	"GAME_SUMM"	"3102"	"NIL"	"2015-2-3_12-30-23"	"pop_assessment"	4	201	6	12800	67	"True"	630.13233304	3.11946699525	"'[T, I, Z, O, S, J, L, I, J, I, L, J, T, O, T, I, L, T, J, S, T, Z, J, J, O, Z, J, T, I, T, Z, T, O, L, O, J, I, S, T, J, L, I, J, I, J, T, J, I, T, Z, J, Z, I, Z, I, T, O, T, J, O, J, O, S, O, J, L, T, T, Z, L, J, Z, T, O, L, I, L, O, I, L, T, L, T, I, L, O, Z, I, S, J, I, L, Z, I, J, O, J, Z, J, S, L, L, Z, T, L, T, Z, S, L, I, Z, I, S, J, I, L, L, T, I, S, S, J, L, T, O, J, S, Z, O, I, J, T, S, Z, J, I, S, Z, S, J, T, Z, J, T, I, Z, S, Z, J, T, I, O, T, O, I, S, O, Z, T, L, J, Z, I, Z, L, Z, O, Z, O, T, J, O, S, L, S, T, J, O, T, J, S, T, I, O, I, J, O, Z, I, L, T, L, O, J, I, S, I, T, Z, O, J, Z, J]'"	10478	TRUE	"POP14_15"
"1168"	2702.01540709	"GAME_SUMM"	"3102"	"NIL"	"2015-2-3_12-30-23"	"pop_assessment"	5	104	2	3239	28	"True"	333.26592803	3.17396121933	"'[L, Z, I, O, I, S, I, J, I, T, Z, L, S, T, J, J, I, J, O, T, J, O, J, T, L, O, L, O, J, L, J, T, O, I, T, Z, O, J, J, L, S, Z, Z, S, J, Z, O, Z, J, S, O, J, L, T, I, S, O, T, L, Z, S, T, O, J, I, L, O, L, O, L, L, O, J, T, L, S, T, J, Z, L, T, Z, I, S, T, L, I, J, O, L, S, L, J, S, T, O, T, L, Z, S, Z, S, T, Z, J, S]'"	10478	FALSE	"POP14_15"
"1169"	3079.88170791	"GAME_SUMM"	"3102"	"NIL"	"2015-2-3_12-30-23"	"pop_assessment"	6	97	2	2729	25	"True"	311.931711912	3.18297665216	"'[I, L, S, J, L, I, I, J, O, Z, S, J, Z, I, T, Z, O, S, I, J, L, I, J, T, S, O, I, S, Z, J, L, J, Z, S, L, I, Z, L, S, S, S, T, T, Z, T, I, Z, J, Z, L, S, O, S, Z, S, J, L, L, S, I, S, T, O, I, T, S, T, S, I, J, I, L, T, S, L, T, L, Z, Z, J, S, Z, O, T, I, O, T, I, L, S, O, T, Z, L, S, T, O, J, I]'"	10478	FALSE	"POP14_15"
"1170"	3357.58199596	"GAME_SUMM"	"3102"	"NIL"	"2015-2-3_12-30-23"	"pop_assessment"	7	91	2	2334	22	"True"	265.064583063	2.88113678279	"'[Z, S, T, L, J, I, J, I, J, T, Z, I, J, O, Z, L, Z, I, Z, I, Z, T, L, S, Z, O, S, O, Z, I, O, J, Z, L, T, L, I, L, I, Z, T, I, J, L, J, S, J, S, T, Z, J, T, Z, Z, I, L, T, Z, Z, O, T, J, L, I, T, Z, O, T, O, S, Z, I, I, L, Z, O, L, Z, S, Z, J, S, I, I, O, S, T, J, L, J, S, I, O]'"	10478	FALSE	"POP14_15"
"1171"	3715.44873405	"GAME_SUMM"	"3102"	"NIL"	"2015-2-3_12-30-23"	"pop_assessment"	8	100	3	8463	39	"False"	324.899557829	3.21682730524	"'[T, J, L, S, I, Z, J, T, O, T, O, Z, L, O, L, Z, O, Z, J, L, S, I, J, L, T, J, L, J, O, I, T, S, L, Z, L, J, L, I, L, Z, L, O, L, I, J, S, I, J, I, T, J, S, O, T, O, T, J, L, I, L, J, L, I, J, Z, I, J, Z, S, J, T, S, I, S, J, O, J, I, Z, T, L, O, T, L, J, Z, I, Z, T, J, O, T, Z, L, O, L, O, Z, I, S, J]'"	10478	TRUE	"POP14_15"
"1172"	700.268232107	"GAME_SUMM"	"3103"	"NIL"	"2015-2-3_13-0-33"	"pop_assessment"	1	232	8	30100	81	"True"	629.132468939	2.70013935576	"'[O, S, O, J, S, O, J, T, L, T, L, O, Z, S, L, I, S, O, L, I, Z, L, J, S, J, I, J, O, L, O, J, S, Z, T, O, J, O, L, S, J, S, Z, L, O, J, O, Z, T, I, T, L, I, Z, L, T, J, Z, L, S, T, O, I, T, I, I, L, S, I, O, T, L, I, T, O, J, Z, T, S, T, Z, S, J, T, Z, I, L, Z, S, I, I, O, S, Z, T, Z, O, I, T, I, O, L, Z, J, Z, S, T, T, I, O, J, O, S, T, L, O, S, J, L, I, S, O, O, L, Z, L, L, T, J, J, S, L, S, S, O, I, T, J, T, S, L, S, S, L, Z, T, S, Z, T, Z, S, T, I, Z, Z, O, I, S, I, Z, O, S, L, S, S, O, J, O, Z, I, O, J, O, J, T, L, J, O, I, S, T, I, J, L, L, Z, L, S, L, T, Z, J, Z, O, I, Z, O, I, Z, J, I, O, Z, L, T, I, J, Z, I, Z, L, S, Z, O, S, O, I, O, I, Z, O, L, O, T, I, L, Z, L, I, L, T, L, S, L, S]'"	24247	TRUE	"POP14_15"
"1173"	1140.13441014	"GAME_SUMM"	"3103"	"NIL"	"2015-2-3_13-0-33"	"pop_assessment"	2	159	5	16742	53	"True"	427.532560825	2.67207850516	"'[I, L, I, S, Z, T, O, T, S, L, I, T, I, Z, J, Z, I, T, O, J, L, Z, L, Z, O, Z, T, Z, J, Z, I, O, T, I, Z, L, J, S, L, S, I, T, L, T, O, S, Z, T, I, Z, I, O, O, J, S, O, L, I, O, L, J, I, L, S, J, O, Z, O, S, J, I, J, S, J, Z, T, Z, S, I, O, Z, I, Z, I, S, Z, I, O, J, Z, I, Z, T, Z, J, I, Z, I, S, O, L, T, S, T, Z, J, S, L, T, S, J, I, Z, L, J, S, T, O, T, J, J, I, T, I, L, I, Z, J, O, J, Z, S, O, T, S, T, S, L, J, J, L, J, L, S, Z, S, Z, S, L, T, J, L, T, Z, J, O, Z, L, S, O, Z]'"	24247	TRUE	"POP14_15"
"1174"	1439.00116611	"GAME_SUMM"	"3103"	"NIL"	"2015-2-3_13-0-33"	"pop_assessment"	3	120	3	4771	33	"True"	283.16643405	2.34021846322	"'[T, L, I, O, S, L, O, S, L, I, O, I, J, I, O, J, O, I, O, T, S, T, S, I, T, Z, I, L, J, L, S, Z, I, J, I, Z, T, Z, T, O, L, J, S, T, Z, J, O, I, L, L, J, Z, I, J, Z, S, Z, S, J, T, Z, J, L, S, T, O, T, S, Z, O, O, Z, T, Z, S, Z, L, T, Z, S, O, I, T, T, L, O, Z, O, T, L, I, S, O, L, O, Z, J, O, S, I, Z, Z, L, Z, I, Z, I, T, J, I, O, S, O, I, J, Z, S, J, I, L, I, O]'"	24247	FALSE	"POP14_15"
"1175"	2033.60022807	"GAME_SUMM"	"3103"	"NIL"	"2015-2-3_13-0-33"	"pop_assessment"	4	232	7	25826	79	"True"	571.299110889	2.45192751966	"'[T, I, Z, O, S, J, L, I, J, I, L, J, T, O, T, I, L, T, J, S, T, Z, J, J, O, Z, J, T, I, T, Z, T, O, L, O, J, I, S, T, J, L, I, J, I, J, T, J, I, T, Z, J, Z, I, Z, I, T, O, T, J, O, J, O, S, O, J, L, T, T, Z, L, J, Z, T, O, L, I, L, O, I, L, T, L, T, I, L, O, Z, I, S, J, I, L, Z, I, J, O, J, Z, J, S, L, L, Z, T, L, T, Z, S, L, I, Z, I, S, J, I, L, L, T, I, S, S, J, L, T, O, J, S, Z, O, I, J, T, S, Z, J, I, S, Z, S, J, T, Z, J, T, I, Z, S, Z, J, T, I, O, T, O, I, S, O, Z, T, L, J, Z, I, Z, L, Z, O, Z, O, T, J, O, S, L, S, T, J, O, T, J, S, T, I, O, I, J, O, Z, I, L, T, L, O, J, I, S, I, T, Z, O, J, Z, J, I, L, O, J, L, O, Z, Z, J, L, T, L, S, L, T, S, Z, Z, I, O, J, L, S, J, O, S, O, Z, J, I, T]'"	24247	TRUE	"POP14_15"
"1176"	2504.90035701	"GAME_SUMM"	"3103"	"NIL"	"2015-2-3_13-0-33"	"pop_assessment"	5	183	6	12828	60	"True"	440.432470083	2.3936547339	"'[L, Z, I, O, I, S, I, J, I, T, Z, L, S, T, J, J, I, J, O, T, J, O, J, T, L, O, L, O, J, L, J, T, O, I, T, Z, O, J, J, L, S, Z, Z, S, J, Z, O, Z, J, S, O, J, L, T, I, S, O, T, L, Z, S, T, O, J, I, L, O, L, O, L, L, O, J, T, L, S, T, J, Z, L, T, Z, I, S, T, L, I, J, O, L, S, L, J, S, T, O, T, L, Z, S, Z, S, T, Z, J, S, Z, J, L, T, L, T, Z, S, J, I, J, T, I, Z, L, I, J, O, J, S, L, J, S, T, I, S, Z, Z, L, I, Z, L, O, J, L, J, T, L, O, I, J, T, S, T, T, O, Z, L, T, Z, T, L, S, T, J, O, J, Z, J, I, J, Z, T, L, S, T, O, T, O, Z, J, O, L, Z, J, S, Z, T]'"	24247	FALSE	"POP14_15"
"1177"	3015.63268304	"GAME_SUMM"	"3103"	"NIL"	"2015-2-3_13-0-33"	"pop_assessment"	6	208	7	24323	70	"True"	486.099248171	2.32583372331	"'[I, L, S, J, L, I, I, J, O, Z, S, J, Z, I, T, Z, O, S, I, J, L, I, J, T, S, O, I, S, Z, J, L, J, Z, S, L, I, Z, L, S, S, S, T, T, Z, T, I, Z, J, Z, L, S, O, S, Z, S, J, L, L, S, I, S, T, O, I, T, S, T, S, I, J, I, L, T, S, L, T, L, Z, Z, J, S, Z, O, T, I, O, T, I, L, S, O, T, Z, L, S, T, O, J, I, O, S, Z, S, T, O, S, J, O, J, T, O, L, T, L, I, S, T, Z, J, I, S, L, O, L, T, O, S, J, O, T, S, I, O, L, S, I, S, L, Z, J, Z, L, S, I, T, O, L, Z, J, T, L, J, S, I, T, J, T, Z, L, J, L, Z, J, I, Z, O, T, S, O, S, J, I, L, O, T, J, T, J, S, O, I, O, T, L, Z, O, I, S, Z, T, Z, I, O, Z, I, L, J, S, O, J, S, L, J, I, S, L, S, Z, Z, L]'"	24247	TRUE	"POP14_15"
"1178"	3374.23253107	"GAME_SUMM"	"3103"	"NIL"	"2015-2-3_13-0-33"	"pop_assessment"	7	139	4	12779	41	"True"	315.699594975	2.25499710696	"'[Z, S, T, L, J, I, J, I, J, T, Z, I, J, O, Z, L, Z, I, Z, I, Z, T, L, S, Z, O, S, O, Z, I, O, J, Z, L, T, L, I, L, I, Z, T, I, J, L, J, S, J, S, T, Z, J, T, Z, Z, I, L, T, Z, Z, O, T, J, L, I, T, Z, O, T, O, S, Z, I, I, L, Z, O, L, Z, S, Z, J, S, I, I, O, S, T, J, L, J, S, I, O, L, I, Z, I, Z, J, S, O, S, S, T, O, L, L, O, T, J, O, L, S, S, T, O, I, O, Z, O, S, S, T, J, O, S, L, Z, S, I, Z, J, T, J, T, L, T, O, I, T, L]'"	24247	FALSE	"POP14_15"
"1179"	3671.199857	"GAME_SUMM"	"3103"	"NIL"	"2015-2-3_13-0-33"	"pop_assessment"	8	107	3	5796	39	"False"	261.033918142	2.41698072354	"'[T, J, L, S, I, Z, J, T, O, T, O, Z, L, O, L, Z, O, Z, J, L, S, I, J, L, T, J, L, J, O, I, T, S, L, Z, L, J, L, I, L, Z, L, O, L, I, J, S, I, J, I, T, J, S, O, T, O, T, J, L, I, L, J, L, I, J, Z, I, J, Z, S, J, T, S, I, S, J, O, J, I, Z, T, L, O, T, L, J, Z, I, Z, T, J, O, T, Z, L, O, L, O, Z, I, S, J, Z, O, T, L, J, T, I]'"	24247	FALSE	"POP14_15"
"1180"	271.597937822	"GAME_SUMM"	"3105"	"NIL"	"2015-2-4_11-48-41"	"pop_assessment"	1	59	1	919	10	"True"	234.333332062	3.90555556615	"'[O, S, O, J, S, O, J, T, L, T, L, O, Z, S, L, I, S, O, L, I, Z, L, J, S, J, I, J, O, L, O, J, S, Z, T, O, J, O, L, S, J, S, Z, L, O, J, O, Z, T, I, T, L, I, Z, L, T, J, Z, L, S, T, O]'"	8160	FALSE	"POP14_15"
"1181"	2582.49498892	"GAME_SUMM"	"3105"	"NIL"	"2015-2-4_11-48-41"	"pop_assessment"	10	106	3	4978	31	"True"	339.463248014	3.17255371976	"'[L, T, L, Z, J, L, S, S, I, Z, I, I, T, J, Z, J, L, S, J, T, J, L, Z, S, I, O, I, O, L, T, Z, I, I, L, J, T, O, I, I, O, T, S, J, I, T, I, L, S, J, I, Z, J, Z, T, T, S, T, Z, L, T, S, J, O, T, Z, O, J, S, L, T, T, L, L, S, J, O, S, L, O, Z, S, Z, L, J, I, L, Z, J, O, L, I, O, J, L, T, Z, J, O, Z, L, T, O, S, J, J, L, J, T]'"	8160	TRUE	"POP14_15"
"1182"	2816.96185398	"GAME_SUMM"	"3105"	"NIL"	"2015-2-4_11-48-41"	"pop_assessment"	11	74	1	1671	16	"True"	216.999871016	2.89333162626	"'[O, S, O, J, S, O, J, T, L, T, L, O, Z, S, L, I, S, O, L, I, Z, L, J, S, J, I, J, O, L, O, J, S, Z, T, O, J, O, L, S, J, S, Z, L, O, J, O, Z, T, I, T, L, I, Z, L, T, J, Z, L, S, T, O, I, T, I, I, L, S, I, O, T, L, I, T, O, J, Z]'"	8160	FALSE	"POP14_15"
"1183"	3317.16259885	"GAME_SUMM"	"3105"	"NIL"	"2015-2-4_11-48-41"	"pop_assessment"	12	160	5	12378	50	"True"	494.834154129	3.07350407476	"'[I, L, I, S, Z, T, O, T, S, L, I, T, I, Z, J, Z, I, T, O, J, L, Z, L, Z, O, Z, T, Z, J, Z, I, O, T, I, Z, L, J, S, L, S, I, T, L, T, O, S, Z, T, I, Z, I, O, O, J, S, O, L, I, O, L, J, I, L, S, J, O, Z, O, S, J, I, J, S, J, Z, T, Z, S, I, O, Z, I, Z, I, S, Z, I, O, J, Z, I, Z, T, Z, J, I, Z, I, S, O, L, T, S, T, Z, J, S, L, T, S, J, I, Z, L, J, S, T, O, T, J, J, I, T, I, L, I, Z, J, O, J, Z, S, O, T, S, T, S, L, J, J, L, J, L, S, Z, S, Z, S, L, T, J, L, T, Z, J, O, Z, L, S, O, Z, L]'"	8160	TRUE	"POP14_15"
"1184"	3637.96181393	"GAME_SUMM"	"3105"	"NIL"	"2015-2-4_11-48-41"	"pop_assessment"	13	99	2	6196	29	"False"	301.067191839	3.01067193031	"'[T, L, I, O, S, L, O, S, L, I, O, I, J, I, O, J, O, I, O, T, S, T, S, I, T, Z, I, L, J, L, S, Z, I, J, I, Z, T, Z, T, O, L, J, S, T, Z, J, O, I, L, L, J, Z, I, J, Z, S, Z, S, J, T, Z, J, L, S, T, O, T, S, Z, O, O, Z, T, Z, S, Z, L, T, Z, S, O, I, T, T, L, O, Z, O, T, L, I, S, O, L, O, Z, J, O, S, I]'"	8160	TRUE	"POP14_15"
"1185"	486.830444813	"GAME_SUMM"	"3105"	"NIL"	"2015-2-4_11-48-41"	"pop_assessment"	2	59	1	1237	11	"True"	212.732888937	3.54554816484	"'[I, L, I, S, Z, T, O, T, S, L, I, T, I, Z, J, Z, I, T, O, J, L, Z, L, Z, O, Z, T, Z, J, Z, I, O, T, I, Z, L, J, S, L, S, I, T, L, T, O, S, Z, T, I, Z, I, O, O, J, S, O, L, I, O, L]'"	8160	FALSE	"POP14_15"
"1186"	752.296730995	"GAME_SUMM"	"3105"	"NIL"	"2015-2-4_11-48-41"	"pop_assessment"	3	72	1	1570	15	"True"	263.031978846	3.60317779241	"'[T, L, I, O, S, L, O, S, L, I, O, I, J, I, O, J, O, I, O, T, S, T, S, I, T, Z, I, L, J, L, S, Z, I, J, I, Z, T, Z, T, O, L, J, S, T, Z, J, O, I, L, L, J, Z, I, J, Z, S, Z, S, J, T, Z, J, L, S, T, O, T, S, Z, O, O, Z, T, Z]'"	8160	FALSE	"POP14_15"
"1187"	1119.46304893	"GAME_SUMM"	"3105"	"NIL"	"2015-2-4_11-48-41"	"pop_assessment"	4	101	2	3136	27	"True"	363.13264513	3.56012397186	"'[T, I, Z, O, S, J, L, I, J, I, L, J, T, O, T, I, L, T, J, S, T, Z, J, J, O, Z, J, T, I, T, Z, T, O, L, O, J, I, S, T, J, L, I, J, I, J, T, J, I, T, Z, J, Z, I, Z, I, T, O, T, J, O, J, O, S, O, J, L, T, T, Z, L, J, Z, T, O, L, I, L, O, I, L, T, L, T, I, L, O, Z, I, S, J, I, L, Z, I, J, O, J, Z, J, S, L, L, Z]'"	8160	FALSE	"POP14_15"
