"ts"	"event_type"	"SID"	"ECID"	"session"	"game_type"	"game_number"	"episode_number"	"level"	"score"	"lines_cleared"	"completed"	"game_duration"	"avg_ep_duration"	"zoid_sequence"	"criterion"	"crit_game"	"study"
"282"	3735.96156597	"GAME_SUMM"	"15_s3_003"	"NIL"	"2015-10-5_14-7-15"	"pop_assessment"	8	248	8	38575	88	"True"	499.829301834	2.0073465985	"'[T, J, T, Z, T, O, L, T, L, O, J, S, J, T, L, J, I, S, S, J, L, S, O, I, L, I, T, S, T, T, L, Z, I, L, I, Z, J, T, S, I, J, O, I, Z, L, T, J, I, T, O, Z, O, L, Z, S, Z, T, Z, T, Z, J, I, O, L, I, O, Z, S, T, Z, T, S, I, O, T, I, S, J, L, I, J, L, Z, L, J, T, I, O, L, T, Z, J, Z, L, Z, S, O, L, O, T, Z, L, J, Z, O, O, S, L, T, J, S, O, J, S, T, Z, O, T, I, S, Z, J, O, S, J, T, O, L, O, S, T, Z, I, J, T, O, T, I, I, T, I, O, S, L, Z, J, I, Z, T, J, T, S, L, T, L, J, T, I, S, Z, S, L, Z, J, J, T, T, L, L, J, O, I, S, Z, T, Z, O, I, O, I, T, Z, T, O, L, J, T, L, J, Z, S, L, O, Z, S, L, T, Z, O, S, J, T, J, I, Z, T, J, Z, T, S, T, J, Z, T, T, T, T, I, J, S, L, J, O, T, L, J, T, L, O, J, Z, L, T, I, S, Z, L, I, L, L, Z, I, L, O, L, T, I, S, I, T]'"	38452	TRUE	"POP15_16"
"283"	3888.29577208	"GAME_SUMM"	"15_s3_003"	"NIL"	"2015-10-5_14-7-15"	"pop_assessment"	9	66	2	2732	22	"False"	139.266426086	2.07860337442	"'[J, L, O, Z, T, O, I, O, Z, J, S, Z, O, S, O, L, O, I, S, S, O, S, O, L, I, L, L, S, L, Z, I, L, J, I, S, L, S, Z, T, J, Z, I, L, S, Z, L, T, J, L, J, S, T, S, L, Z, I, J, Z, L, O, L, I, T, Z, O, S, O]'"	38452	FALSE	"POP15_16"
"284"	323.160273075	"GAME_SUMM"	"15_s3_004a"	"NIL"	"2015-10-5_16-35-31"	"pop_assessment"	1	95	2	3417	24	"True"	314.192260981	3.2728360643	"'[O, S, J, S, O, T, J, Z, L, I, S, O, I, J, Z, S, L, J, O, L, S, T, J, O, S, L, L, J, Z, I, T, I, L, J, L, T, I, L, J, I, T, I, T, O, Z, T, S, J, T, I, Z, I, O, Z, T, Z, I, I, L, J, S, T, I, T, O, T, O, J, I, O, J, L, L, J, L, J, S, O, O, J, T, L, S, L, J, S, J, Z, L, T, I, Z, I, I, O, L, S]'"	3722	TRUE	"POP15_16"
"285"	2194.3251462	"GAME_SUMM"	"15_s3_004a"	"NIL"	"2015-10-5_16-35-31"	"pop_assessment"	10	23	0	185	0	"True"	110.732068062	4.61383620898	"'[L, T, Z, L, S, Z, S, I, J, Z, L, S, T, L, S, O, I, O, T, I, L, T, O, I, O]'"	3722	FALSE	"POP15_16"
"286"	2319.65837812	"GAME_SUMM"	"15_s3_004a"	"NIL"	"2015-10-5_16-35-31"	"pop_assessment"	11	29	0	372	2	"True"	123.565380812	4.11884602706	"'[T, O, S, T, J, T, J, Z, L, I, S, O, I, J, Z, S, L, J, O, L, S, T, J, O, S, L, L, J, Z, I, T]'"	3722	FALSE	"POP15_16"
"287"	2658.35804415	"GAME_SUMM"	"15_s3_004a"	"NIL"	"2015-10-5_16-35-31"	"pop_assessment"	12	100	2	3140	26	"True"	337.229853868	3.33890945368	"'[I, L, S, T, S, L, T, Z, I, O, L, Z, O, Z, T, J, I, T, I, L, S, I, L, S, S, I, J, O, O, S, L, I, L, I, S, L, Z, S, I, S, Z, S, I, Z, I, Z, O, Z, I, T, J, I, J, I, O, T, Z, L, T, J, Z, Z, T, J, L, T, L, I, J, Z, O, S, L, J, L, J, S, S, S, T, L, Z, L, Z, S, Z, L, O, I, J, Z, O, O, Z, T, Z, I, J, T, L, T, Z]'"	3722	TRUE	"POP15_16"
"288"	2715.97404504	"GAME_SUMM"	"15_s3_004a"	"NIL"	"2015-10-5_16-35-31"	"pop_assessment"	13	16	0	366	3	"False"	54.3814489841	3.19890876377	"'[T, L, I, T, S, O, S, I, Z, I, T, O, T, S, T, I, J]'"	3722	FALSE	"POP15_16"
"289"	564.393383026	"GAME_SUMM"	"15_s3_004a"	"NIL"	"2015-10-5_16-35-31"	"pop_assessment"	2	68	1	1529	13	"True"	238.665241003	3.45891653628	"'[I, L, S, T, S, L, T, Z, I, O, L, Z, O, Z, T, J, I, T, I, L, S, I, L, S, S, I, J, O, O, S, L, I, L, I, S, L, Z, S, I, S, Z, S, I, Z, I, Z, O, Z, I, T, J, I, J, I, O, T, Z, L, T, J, Z, Z, T, J, L, T, L, I, J, Z]'"	3722	FALSE	"POP15_16"
"290"	762.159857035	"GAME_SUMM"	"15_s3_004a"	"NIL"	"2015-10-5_16-35-31"	"pop_assessment"	3	63	1	1214	11	"True"	195.863276958	3.06036370248	"'[T, L, I, T, S, O, S, I, Z, I, T, O, T, S, T, I, J, L, Z, J, Z, S, Z, T, L, S, Z, O, I, L, Z, J, S, L, J, Z, L, T, T, O, L, T, S, Z, T, S, I, T, O, O, L, S, L, Z, L, S, Z, J, I, L, T, J, O, L, J]'"	3722	FALSE	"POP15_16"
"291"	1197.09288406	"GAME_SUMM"	"15_s3_004a"	"NIL"	"2015-10-5_16-35-31"	"pop_assessment"	4	129	3	5053	36	"True"	432.49550581	3.3268885154	"'[T, I, O, J, I, J, L, T, I, T, S, Z, J, Z, T, I, Z, O, J, S, T, L, I, L, J, T, I, Z, I, T, O, J, Z, S, O, L, T, L, Z, T, O, L, I, O, L, T, I, O, I, J, I, Z, I, J, L, Z, S, L, T, S, L, Z, S, L, I, L, S, S, J, T, O, S, O, J, S, Z, J, S, L, T, J, T, Z, Z, I, T, O, S, Z, S, J, I, J, Z, I, J, S, S, J, T, S, I, Z, O, I, T, I, L, S, T, O, Z, J, L, J, O, Z, J, L, T, L, S, Z, I, J, S, O, Z, J, I, J]'"	3722	TRUE	"POP15_16"
"292"	1317.02652717	"GAME_SUMM"	"15_s3_004a"	"NIL"	"2015-10-5_16-35-31"	"pop_assessment"	5	32	0	283	0	"True"	114.23172307	3.46156743079	"'[L, Z, O, S, J, T, L, T, L, Z, J, T, J, L, O, Z, J, O, T, O, J, L, Z, J, S, T, J, S, J, T, S, T, Z, T]'"	3722	FALSE	"POP15_16"
"293"	1659.05907512	"GAME_SUMM"	"15_s3_004a"	"NIL"	"2015-10-5_16-35-31"	"pop_assessment"	6	95	2	3278	25	"True"	337.13190794	3.51179071764	"'[I, L, J, I, Z, Z, J, I, T, O, Z, J, I, L, S, I, Z, L, J, S, I, J, S, S, T, S, I, J, L, S, S, Z, L, L, I, S, T, I, T, S, I, L, J, S, T, L, J, Z, S, O, S, O, I, S, T, L, T, J, O, Z, T, S, O, L, O, T, I, T, J, I, S, O, L, T, O, J, T, Z, O, S, J, J, L, I, T, L, J, L, J, I, S, T, L, Z, L, I, O]'"	3722	TRUE	"POP15_16"
"294"	1682.72620702	"GAME_SUMM"	"15_s3_004a"	"NIL"	"2015-10-5_16-35-31"	"pop_assessment"	7	12	0	134	0	"True"	20.7965090275	1.59973161037	"'[Z, S, L, I, I, T, I, O, L, Z, Z, O, S, O]'"	3722	FALSE	"POP15_16"
"295"	1917.62606001	"GAME_SUMM"	"15_s3_004a"	"NIL"	"2015-10-5_16-35-31"	"pop_assessment"	8	71	1	2054	17	"True"	232.899266958	3.23471206758	"'[T, J, T, Z, T, O, L, T, L, O, J, S, J, T, L, J, I, S, S, J, L, S, O, I, L, I, T, S, T, T, L, Z, I, L, I, Z, J, T, S, I, J, O, I, Z, L, T, J, I, T, O, Z, O, L, Z, S, Z, T, Z, T, Z, J, I, O, L, I, O, Z, S, T, Z, T, S, I]'"	3722	FALSE	"POP15_16"
"296"	2081.79192114	"GAME_SUMM"	"15_s3_004a"	"NIL"	"2015-10-5_16-35-31"	"pop_assessment"	9	37	0	693	4	"True"	162.663970947	4.2806308144	"'[T, L, I, O, Z, T, O, I, O, Z, J, S, Z, O, S, O, L, O, I, S, S, O, S, O, L, I, L, L, S, L, Z, I, L, J, I, S, L, S, Z]'"	3722	FALSE	"POP15_16"
"297"	918.589717865	"GAME_SUMM"	"15_s3_005"	"NIL"	"2015-10-8_12-0-10"	"pop_assessment"	1	229	8	21986	80	"True"	740.931427002	3.22144098697	"'[O, S, J, S, O, T, J, Z, L, I, S, O, I, J, Z, S, L, J, O, L, S, T, J, O, S, L, L, J, Z, I, T, I, L, J, L, T, I, L, J, I, T, I, T, O, Z, T, S, J, T, I, Z, I, O, Z, T, Z, I, I, L, J, S, T, I, T, O, T, O, J, I, O, J, L, L, J, L, J, S, O, O, J, T, L, S, L, J, S, J, Z, L, T, I, Z, I, I, O, L, S, O, Z, I, J, T, J, I, T, J, L, Z, T, L, J, Z, O, Z, I, J, O, J, T, J, Z, J, Z, S, I, T, Z, L, T, I, Z, I, T, T, S, Z, S, Z, O, L, T, Z, L, T, Z, O, T, J, Z, I, Z, O, I, L, S, Z, T, S, S, J, O, I, J, L, O, Z, I, J, J, I, S, L, Z, Z, I, I, L, T, L, S, I, O, J, T, L, J, L, S, T, Z, T, S, Z, I, Z, O, I, T, J, I, Z, J, T, J, O, L, T, J, I, L, J, T, J, Z, J, I, I, T, J, L, T, L, I, J, L, J, Z, S, J, Z, L]'"	23711	TRUE	"POP15_16"
"298"	1634.82237291	"GAME_SUMM"	"15_s3_005"	"NIL"	"2015-10-8_12-0-10"	"pop_assessment"	2	255	9	31134	93	"True"	708.298200846	2.76678985171	"'[I, L, S, T, S, L, T, Z, I, O, L, Z, O, Z, T, J, I, T, I, L, S, I, L, S, S, I, J, O, O, S, L, I, L, I, S, L, Z, S, I, S, Z, S, I, Z, I, Z, O, Z, I, T, J, I, J, I, O, T, Z, L, T, J, Z, Z, T, J, L, T, L, I, J, Z, O, S, L, J, L, J, S, S, S, T, L, Z, L, Z, S, Z, L, O, I, J, Z, O, O, Z, T, Z, I, J, T, L, T, Z, I, T, L, J, S, I, L, S, O, I, J, L, I, S, J, L, T, Z, L, O, T, S, Z, O, Z, Z, J, Z, S, J, L, I, Z, I, L, I, S, T, O, L, S, T, O, J, O, S, O, T, S, J, I, L, I, S, T, Z, L, T, Z, L, J, I, Z, S, J, O, I, S, I, S, S, J, I, L, O, S, L, J, L, T, O, J, J, I, T, L, T, J, T, J, I, Z, O, S, J, J, I, O, I, T, J, T, J, S, T, I, S, O, L, T, L, S, O, S, Z, I, T, I, J, L, T, O, Z, L, T, T, O, Z, I, L, O, I, J, Z, J, T, J, L, J, T, J, Z, T, S, S, L, Z, O, O, T, L, T, Z, L, I]'"	23711	TRUE	"POP15_16"
"299"	2270.655092	"GAME_SUMM"	"15_s3_005"	"NIL"	"2015-10-8_12-0-10"	"pop_assessment"	3	232	8	18250	81	"True"	629.462219	2.70155458798	"'[T, L, I, T, S, O, S, I, Z, I, T, O, T, S, T, I, J, L, Z, J, Z, S, Z, T, L, S, Z, O, I, L, Z, J, S, L, J, Z, L, T, T, O, L, T, S, Z, T, S, I, T, O, O, L, S, L, Z, L, S, Z, J, I, L, T, J, O, L, J, S, L, I, Z, L, S, O, S, I, Z, L, S, L, S, I, O, Z, L, Z, S, O, J, S, J, O, I, O, L, L, J, T, L, T, J, I, O, O, J, S, I, S, L, I, Z, S, L, Z, J, Z, O, Z, O, I, L, Z, S, I, Z, O, S, S, Z, I, T, L, T, I, Z, T, S, T, S, Z, T, Z, T, L, L, Z, O, Z, T, L, S, O, J, O, I, S, J, Z, T, I, T, I, T, L, T, O, I, S, Z, O, I, O, L, L, S, O, T, J, L, J, O, S, L, I, Z, T, L, S, L, S, L, I, O, T, I, T, Z, O, Z, I, O, Z, J, O, T, I, Z, T, Z, S, T, J, I, J, I, T, L, O, O, J, L, T, O, J, O, L, Z, S, J, S, L, Z, O, I, Z, L]'"	23711	TRUE	"POP15_16"
"300"	2640.95491886	"GAME_SUMM"	"15_s3_005"	"NIL"	"2015-10-8_12-0-10"	"pop_assessment"	4	133	3	6122	39	"True"	362.931919098	2.70844715745	"'[T, I, O, J, I, J, L, T, I, T, S, Z, J, Z, T, I, Z, O, J, S, T, L, I, L, J, T, I, Z, I, T, O, J, Z, S, O, L, T, L, Z, T, O, L, I, O, L, T, I, O, I, J, I, Z, I, J, L, Z, S, L, T, S, L, Z, S, L, I, L, S, S, J, T, O, S, O, J, S, Z, J, S, L, T, J, T, Z, Z, I, T, O, S, Z, S, J, I, J, Z, I, J, S, S, J, T, S, I, Z, O, I, T, I, L, S, T, O, Z, J, L, J, O, Z, J, L, T, L, S, Z, I, J, S, O, Z, J, I, J, T, L, T]'"	23711	FALSE	"POP15_16"
"301"	2961.38776588	"GAME_SUMM"	"15_s3_005"	"NIL"	"2015-10-8_12-0-10"	"pop_assessment"	5	125	3	4404	36	"True"	317.498544931	2.51982972168	"'[L, Z, O, S, J, T, L, T, L, Z, J, T, J, L, O, Z, J, O, T, O, J, L, Z, J, S, T, J, S, J, T, S, T, Z, T, J, I, I, L, J, O, T, S, L, J, L, Z, S, L, I, O, S, J, S, O, L, Z, S, S, Z, L, S, T, S, L, J, T, Z, I, O, S, J, T, S, Z, L, I, L, J, T, O, I, T, O, L, L, Z, T, S, T, O, Z, L, J, T, S, O, T, Z, O, Z, S, T, Z, T, O, S, O, O, I, T, O, S, Z, S, L, S, Z, L, J, L, I, Z, O, Z, O, T, L]'"	23711	FALSE	"POP15_16"
"302"	3583.8871758	"GAME_SUMM"	"15_s3_005"	"NIL"	"2015-10-8_12-0-10"	"pop_assessment"	6	237	8	23476	83	"True"	618.162749052	2.59732247501	"'[I, L, J, I, Z, Z, J, I, T, O, Z, J, I, L, S, I, Z, L, J, S, I, J, S, S, T, S, I, J, L, S, S, Z, L, L, I, S, T, I, T, S, I, L, J, S, T, L, J, Z, S, O, S, O, I, S, T, L, T, J, O, Z, T, S, O, L, O, T, I, T, J, I, S, O, L, T, O, J, T, Z, O, S, J, J, L, I, T, L, J, L, J, I, S, T, L, Z, L, I, O, S, Z, L, O, J, S, O, O, Z, O, I, Z, I, O, I, J, S, J, Z, J, I, L, Z, J, T, J, T, O, J, T, Z, T, S, O, S, J, L, J, I, L, S, O, I, O, S, J, Z, I, L, Z, O, L, S, T, J, O, I, O, Z, O, S, O, T, Z, I, J, T, L, Z, J, L, J, S, O, T, O, T, O, S, Z, S, J, O, J, T, T, I, O, J, Z, O, T, I, T, O, S, Z, I, L, S, L, J, Z, I, T, S, O, T, S, T, Z, I, S, J, L, O, I, J, S, J, S, J, O, Z, T, Z, S, L, O, L, O, T, J, Z, T, L, J, O, Z, L, T, L]'"	23711	TRUE	"POP15_16"
"303"	3620.75396585	"GAME_SUMM"	"15_s3_005"	"NIL"	"2015-10-8_12-0-10"	"pop_assessment"	7	16	0	184	0	"True"	31.765638113	1.86856694782	"'[Z, S, L, I, I, T, I, O, L, Z, Z, O, S, O, S, O, J, L]'"	23711	FALSE	"POP15_16"
"304"	3777.85466194	"GAME_SUMM"	"15_s3_005"	"NIL"	"2015-10-8_12-0-10"	"pop_assessment"	8	53	1	1805	15	"False"	155.832319021	2.88578370324	"'[T, J, T, Z, T, O, L, T, L, O, J, S, J, T, L, J, I, S, S, J, L, S, O, I, L, I, T, S, T, T, L, Z, I, L, I, Z, J, T, S, I, J, O, I, Z, L, T, J, I, T, O, Z, O, L, Z]'"	23711	FALSE	"POP15_16"
"305"	576.322898149	"GAME_SUMM"	"15_s3_006"	"NIL"	"2015-10-8_12-32-30"	"pop_assessment"	1	92	2	8738	22	"True"	268.799051046	2.89031237684	"'[O, S, J, S, O, T, J, Z, L, I, S, O, I, J, Z, S, L, J, O, L, S, T, J, O, S, L, L, J, Z, I, T, I, L, J, L, T, I, L, J, I, T, I, T, O, Z, T, S, J, T, I, Z, I, O, Z, T, Z, I, I, L, J, S, T, I, T, O, T, O, J, I, O, J, L, L, J, L, J, S, O, O, J, T, L, S, L, J, S, J, Z, L, T, I, Z, I]'"	8865	TRUE	"POP15_16"
"306"	2872.35363412	"GAME_SUMM"	"15_s3_006"	"NIL"	"2015-10-8_12-32-30"	"pop_assessment"	10	146	4	12334	43	"True"	402.831832886	2.74035260466	"'[T, L, J, L, S, Z, S, I, J, Z, L, S, T, L, S, O, I, O, T, I, L, T, O, I, O, S, I, I, S, I, J, T, S, T, Z, T, J, T, O, S, T, J, L, J, S, O, S, J, I, Z, J, L, O, L, Z, O, J, T, S, J, L, J, J, I, T, J, S, T, J, Z, O, J, O, I, J, S, Z, T, S, O, Z, L, I, J, I, L, J, I, O, S, O, Z, S, T, L, Z, L, S, O, I, J, L, O, I, Z, S, J, Z, S, L, T, L, S, J, Z, J, S, L, O, Z, L, Z, J, Z, J, I, J, O, L, L, J, I, O, I, T, S, I, T, J, J, T, S, Z, I, L, T, L, S]'"	8865	TRUE	"POP15_16"
"307"	3120.32053399	"GAME_SUMM"	"15_s3_006"	"NIL"	"2015-10-8_12-32-30"	"pop_assessment"	11	92	2	4309	21	"True"	237.799075127	2.55697931269	"'[O, S, J, S, O, T, J, Z, L, I, S, O, I, J, Z, S, L, J, O, L, S, T, J, O, S, L, L, J, Z, I, T, I, L, J, L, T, I, L, J, I, T, I, T, O, Z, T, S, J, T, I, Z, I, O, Z, T, Z, I, I, L, J, S, T, I, T, O, T, O, J, I, O, J, L, L, J, L, J, S, O, O, J, T, L, S, L, J, S, J, Z, L, T, I, Z, I, I]'"	8865	FALSE	"POP15_16"
"308"	3348.98652697	"GAME_SUMM"	"15_s3_006"	"NIL"	"2015-10-8_12-32-30"	"pop_assessment"	12	85	2	4442	21	"True"	226.765307903	2.63680590585	"'[I, I, Z, O, S, L, T, Z, I, O, L, Z, O, Z, T, J, I, T, I, L, S, I, L, S, S, I, J, O, O, S, L, I, L, I, S, L, Z, S, I, S, Z, S, I, Z, I, Z, O, Z, I, T, J, I, J, I, O, T, Z, L, T, J, Z, Z, T, J, L, T, L, I, J, Z, O, S, L, J, L, J, S, S, S, T, L, Z, L, Z, S, Z, L]'"	8865	TRUE	"POP15_16"
"309"	3449.58643794	"GAME_SUMM"	"15_s3_006"	"NIL"	"2015-10-8_12-32-30"	"pop_assessment"	13	41	0	831	5	"True"	98.7645869255	2.35153780665	"'[T, L, I, T, S, O, S, I, Z, I, T, O, T, S, T, I, J, L, Z, J, Z, S, Z, T, L, S, Z, O, I, L, Z, J, S, L, J, Z, L, T, T, O, L, T, S]'"	8865	FALSE	"POP15_16"
"310"	3650.58621716	"GAME_SUMM"	"15_s3_006"	"NIL"	"2015-10-8_12-32-30"	"pop_assessment"	14	80	1	3963	17	"True"	198.564542055	2.45141409945	"'[T, I, O, J, I, J, L, T, I, T, S, Z, J, Z, T, I, Z, O, J, S, T, L, I, L, J, T, I, Z, I, T, O, J, Z, S, O, L, T, L, Z, T, O, L, I, O, L, T, I, O, I, J, I, Z, I, J, L, Z, S, L, T, S, L, Z, S, L, I, L, S, S, J, T, O, S, O, J, S, Z, J, S, L, T, J, T]'"	8865	FALSE	"POP15_16"
"311"	3840.68603396	"GAME_SUMM"	"15_s3_006"	"NIL"	"2015-10-8_12-32-30"	"pop_assessment"	15	62	1	1936	11	"True"	187.598387957	2.97775220493	"'[L, Z, O, S, J, T, L, T, L, Z, J, T, J, L, O, Z, J, O, T, O, J, L, Z, J, S, T, J, S, J, T, S, T, Z, T, J, I, I, L, J, O, T, S, L, J, L, Z, S, L, I, O, S, J, S, O, L, Z, S, S, Z, L, S, T, S, L]'"	8865	FALSE	"POP15_16"
"312"	3911.15371609	"GAME_SUMM"	"15_s3_006"	"NIL"	"2015-10-8_12-32-30"	"pop_assessment"	16	27	0	1734	7	"False"	69.0998969078	2.46785346099	"'[I, L, J, I, Z, Z, J, I, T, O, Z, J, I, L, S, I, Z, L, J, S, I, J, S, S, T, S, I, J]'"	8865	FALSE	"POP15_16"
"313"	885.022282124	"GAME_SUMM"	"15_s3_006"	"NIL"	"2015-10-8_12-32-30"	"pop_assessment"	2	100	2	9947	27	"True"	304.431720972	3.01417545517	"'[I, I, Z, O, S, L, T, Z, I, O, L, Z, O, Z, T, J, I, T, I, L, S, I, L, S, S, I, J, O, O, S, L, I, L, I, S, L, Z, S, I, S, Z, S, I, Z, I, Z, O, Z, I, T, J, I, J, I, O, T, Z, L, T, J, Z, Z, T, J, L, T, L, I, J, Z, O, S, L, J, L, J, S, S, S, T, L, Z, L, Z, S, Z, L, O, I, J, Z, O, O, Z, T, Z, I, J, T, L, T, Z]'"	8865	TRUE	"POP15_16"
"314"	1210.3554821	"GAME_SUMM"	"15_s3_006"	"NIL"	"2015-10-8_12-32-30"	"pop_assessment"	3	112	3	4438	30	"True"	321.332174063	2.84364755808	"'[T, L, I, T, S, O, S, I, Z, I, T, O, T, S, T, I, J, L, Z, J, Z, S, Z, T, L, S, Z, O, I, L, Z, J, S, L, J, Z, L, T, T, O, L, T, S, Z, T, S, I, T, O, O, L, S, L, Z, L, S, Z, J, I, L, T, J, O, L, J, S, L, I, Z, L, S, O, S, I, Z, L, S, L, S, I, O, Z, L, Z, S, O, J, S, J, O, I, O, L, L, J, T, L, T, J, I, O, O, J, S, I, S, L, I, Z, S, L, Z, J]'"	8865	FALSE	"POP15_16"
"315"	1408.38870096	"GAME_SUMM"	"15_s3_006"	"NIL"	"2015-10-8_12-32-30"	"pop_assessment"	4	71	1	3862	15	"True"	195.998921871	2.72220726477	"'[T, I, O, J, I, J, L, T, I, T, S, Z, J, Z, T, I, Z, O, J, S, T, L, I, L, J, T, I, Z, I, T, O, J, Z, S, O, L, T, L, Z, T, O, L, I, O, L, T, I, O, I, J, I, Z, I, J, L, Z, S, L, T, S, L, Z, S, L, I, L, S, S, J, T, O, S, O]'"	8865	FALSE	"POP15_16"
"316"	1597.52182603	"GAME_SUMM"	"15_s3_006"	"NIL"	"2015-10-8_12-32-30"	"pop_assessment"	5	61	1	1832	10	"True"	186.332302094	3.00535971119	"'[L, Z, O, S, J, T, L, T, L, Z, J, T, J, L, O, Z, J, O, T, O, J, L, Z, J, S, T, J, S, J, T, S, T, Z, T, J, I, I, L, J, O, T, S, L, J, L, Z, S, L, I, O, S, J, S, O, L, Z, S, S, Z, L, S, T, S]'"	8865	FALSE	"POP15_16"
"317"	1852.95460296	"GAME_SUMM"	"15_s3_006"	"NIL"	"2015-10-8_12-32-30"	"pop_assessment"	6	89	2	3532	20	"True"	253.231987953	2.81368876563	"'[I, L, J, I, Z, Z, J, I, T, O, Z, J, I, L, S, I, Z, L, J, S, I, J, S, S, T, S, I, J, L, S, S, Z, L, L, I, S, T, I, T, S, I, L, J, S, T, L, J, Z, S, O, S, O, I, S, T, L, T, J, O, Z, T, S, O, L, O, T, I, T, J, I, S, O, L, T, O, J, T, Z, O, S, J, J, L, I, T, L, J, L, J, I, S]'"	8865	FALSE	"POP15_16"
"318"	2120.45452499	"GAME_SUMM"	"15_s3_006"	"NIL"	"2015-10-8_12-32-30"	"pop_assessment"	7	95	2	3132	25	"True"	265.898797989	2.76977914572	"'[Z, S, L, I, I, T, I, O, L, Z, Z, O, S, O, S, O, J, L, L, I, Z, T, J, T, S, T, J, Z, I, T, Z, T, J, I, T, O, O, Z, I, I, Z, O, Z, S, I, O, S, T, L, S, I, L, Z, I, J, S, L, T, L, O, S, O, S, T, I, Z, S, T, O, L, J, I, J, L, T, I, L, O, L, J, L, I, S, J, S, T, I, J, O, Z, J, Z, T, J, I, I]'"	8865	FALSE	"POP15_16"
"319"	2284.65420008	"GAME_SUMM"	"15_s3_006"	"NIL"	"2015-10-8_12-32-30"	"pop_assessment"	8	61	1	890	10	"True"	162.098732233	2.61449568118	"'[T, J, T, Z, T, O, L, T, L, O, J, S, J, T, L, J, I, S, S, J, L, S, O, I, L, I, T, S, T, T, L, Z, I, L, I, Z, J, T, S, I, J, O, I, Z, L, T, J, I, T, O, Z, O, L, Z, S, Z, T, Z, T, Z, J, I, O]'"	8865	FALSE	"POP15_16"
"320"	2467.55401111	"GAME_SUMM"	"15_s3_006"	"NIL"	"2015-10-8_12-32-30"	"pop_assessment"	9	60	0	1953	9	"True"	181.06325388	2.9682500636	"'[T, L, I, O, Z, T, O, I, O, Z, J, S, Z, O, S, O, L, O, I, S, S, O, S, O, L, I, L, L, S, L, Z, I, L, J, I, S, L, S, Z, T, J, Z, I, L, S, Z, L, T, J, L, J, S, T, S, L, Z, I, J, Z, L, O, L]'"	8865	FALSE	"POP15_16"
"321"	574.193401814	"GAME_SUMM"	"15_s3_007"	"NIL"	"2015-10-8_14-4-35"	"pop_assessment"	1	157	4	25952	47	"True"	449.998696089	2.84809301926	"'[O, S, J, S, O, T, J, Z, L, I, S, O, I, J, Z, S, L, J, O, L, S, T, J, O, S, L, L, J, Z, I, T, I, L, J, L, T, I, L, J, I, T, I, T, O, Z, T, S, J, T, I, Z, I, O, Z, T, Z, I, I, L, J, S, T, I, T, O, T, O, J, I, O, J, L, L, J, L, J, S, O, O, J, T, L, S, L, J, S, J, Z, L, T, I, Z, I, I, O, L, S, O, Z, I, J, T, J, I, T, J, L, Z, T, L, J, Z, O, Z, I, J, O, J, T, J, Z, J, Z, S, I, T, Z, L, T, I, Z, I, T, T, S, Z, S, Z, O, L, T, Z, L, T, Z, O, T, J, Z, I, Z, O, I, L, S, Z, T, S, S]'"	26637	TRUE	"POP15_16"
"322"	3724.79113197	"GAME_SUMM"	"15_s3_007"	"NIL"	"2015-10-8_14-4-35"	"pop_assessment"	10	9	0	190	1	"False"	29.4293580055	2.94293580055	"'[L, T, Z, L, S, Z, S, I, J, Z]'"	26637	FALSE	"POP15_16"
"323"	811.32673502	"GAME_SUMM"	"15_s3_007"	"NIL"	"2015-10-8_14-4-35"	"pop_assessment"	2	78	1	1934	16	"True"	233.26573801	2.95273086089	"'[I, L, S, T, S, L, T, Z, I, O, L, Z, O, Z, T, J, I, T, I, L, S, I, L, S, S, I, J, O, O, S, L, I, L, I, S, L, Z, S, I, S, Z, S, I, Z, I, Z, O, Z, I, T, J, I, J, I, O, T, Z, L, T, J, Z, Z, T, J, L, T, L, I, J, Z, O, S, L, J, L, J, S, S, S, T]'"	26637	FALSE	"POP15_16"
"324"	1118.55976391	"GAME_SUMM"	"15_s3_007"	"NIL"	"2015-10-8_14-4-35"	"pop_assessment"	3	117	3	6877	32	"True"	303.663736105	2.57342149241	"'[T, L, I, T, S, O, S, I, Z, I, T, O, T, S, T, I, J, L, Z, J, Z, S, Z, T, L, S, Z, O, I, L, Z, J, S, L, J, Z, L, T, T, O, L, T, S, Z, T, S, I, T, O, O, L, S, L, Z, L, S, Z, J, I, L, T, J, O, L, J, S, L, I, Z, L, S, O, S, I, Z, L, S, L, S, I, O, Z, L, Z, S, O, J, S, J, O, I, O, L, L, J, T, L, T, J, I, O, O, J, S, I, S, L, I, Z, S, L, Z, J, Z, O, Z, O, I, L]'"	26637	FALSE	"POP15_16"
